Network,Node,Degree,PageRank,Betweenness,Community,Label
AU_Election,Americans,14,0.00023937326426269904,8.479776850498569e-07,3,Regular
AU_Election,Take,19,0.0003319429364612847,2.4461957487624216e-05,0,Regular
AU_Election,Unexpected,13,0.00025313515585117315,1.537410622078394e-06,1,Regular
AU_Election,All,107,0.0012490579533964133,0.0013428033551303568,0,Regular
AU_Election,Need,20,0.0006757025156667415,1.5897070233287716e-05,2,Regular
AU_Election,Result,41,0.0007518099180966139,0.0003654696497444994,1,Regular
AU_Election,Know,15,0.0006475567677680641,7.4820456060829145e-06,2,Regular
AU_Election,#australiavotes2019,167,0.003287078114235156,0.004900070275747791,0,Top Node
AU_Election,Tasmania,26,0.00032724898058487885,4.6892875373454934e-05,0,Regular
AU_Election,@frankelly08,4,0.00018924459603671408,2.382259350717025e-06,0,Regular
AU_Election,Julie,13,0.0002657169012023764,5.703021344268005e-06,3,Regular
AU_Election,#Auspol,147,0.0023467796094878857,0.002473064466008669,0,Top Node
AU_Election,Millions,4,0.00016682773750230974,6.525314874534508e-08,0,Regular
AU_Election,#India,4,0.00017777828024641382,4.9544282343031e-07,0,Regular
AU_Election,Post,29,0.0004795276615699201,0.00017218349994703395,3,Regular
AU_Election,Both,13,0.0002274651893233585,0.00013198846641214562,0,Regular
AU_Election,Okay,15,0.00027602169339332875,9.772325213670574e-06,4,Regular
AU_Election,These,33,0.0005616821404988322,0.0003322512942026078,0,Regular
AU_Election,Set,29,0.0006462178188523849,8.41569561266765e-05,1,Regular
AU_Election,Western,46,0.000658962578157896,0.0009121436944035116,0,Regular
AU_Election,#Australian,34,0.0004445316574038233,0.0002276606870508974,0,Regular
AU_Election,#news,57,0.0007120135830227488,0.0007414477294407607,9,Regular
AU_Election,Albanese,19,0.0004641893581810027,1.2966503167788816e-05,5,Regular
AU_Election,Anthony,18,0.00044475292757015976,1.0663118132296725e-05,5,Regular
AU_Election,Teenagers,12,0.0008930739167259097,0.009709359196813797,6,Regular
AU_Election,Like,30,0.000340738727870814,5.935033844101085e-05,0,Regular
AU_Election,Sunday,31,0.0005677917836468475,0.0004117320204011832,1,Regular
AU_Election,#AusVotes,140,0.0026328422244098868,0.0026377675965751205,0,Top Node
AU_Election,#afrobeats,6,0.0004988161253432137,0.0,3,Regular
AU_Election,#applemusic,6,0.0004988161253432137,0.0,3,Regular
AU_Election,#Enjoy,9,0.0005306600023868306,5.0195475109109034e-05,3,Regular
AU_Election,#newmusic,6,0.0004988161253432137,0.0,3,Regular
AU_Election,#spotify,9,0.0005306600023868306,5.0195475109109034e-05,3,Regular
AU_Election,Stock,8,0.0004192157339899268,3.708447665243048e-07,8,Regular
AU_Election,Winners,9,0.00042423564308996905,1.5035776413165459e-05,8,Regular
AU_Election,Market,14,0.00047511773586880957,3.8127579240614745e-05,8,Regular
AU_Election,Losers,8,0.0004192157339899268,3.708447665243048e-07,8,Regular
AU_Election,Bloomberg,12,0.00026390091213665003,7.387955344681697e-05,8,Regular
AU_Election,His,40,0.0007707618336517614,0.0021052077357951106,2,Regular
AU_Election,#auspol2019,97,0.001310769134497604,0.0004997114154615214,0,Regular
AU_Election,Adani,51,0.0010055229087889415,0.0002225378911239111,0,Regular
AU_Election,Have,51,0.0005940521628852763,0.00014178341721023718,0,Regular
AU_Election,#ALP,35,0.0005413671810976575,8.732548107588665e-05,0,Regular
AU_Election,#election,94,0.001611403238735064,0.0028716362539453985,0,Regular
AU_Election,Centre,27,0.0003529901053050342,8.934452950884235e-05,0,Regular
AU_Election,Aboriginal,12,0.00022056910514048523,4.0210634165388574e-05,5,Regular
AU_Election,Indigenous,14,0.00023164405137088447,3.128359345709298e-06,5,Regular
AU_Election,Education,10,0.0002443410770842046,1.5694008330120123e-06,0,Regular
AU_Election,Greens,114,0.002071519120776181,0.0015850612971519914,0,Regular
AU_Election,#auspol19,47,0.000625881418489119,0.00012138736612905694,0,Regular
AU_Election,#AustralianElection,25,0.0003383122718708136,1.1974482688514756e-05,0,Regular
AU_Election,#AUS,36,0.0006395930715841231,0.00033170285777825074,4,Regular
AU_Election,#AustraliaDecides,115,0.001692154738817128,0.0013750819352454833,0,Regular
AU_Election,Markets,7,0.00022003122797320242,1.3117371805238336e-05,1,Regular
AU_Election,Modi,13,0.0002497047378744794,0.00017596895415545824,2,Regular
AU_Election,Thanks,52,0.0005617986808110528,0.0003654168089867415,0,Regular
AU_Election,Seriously,6,0.0001684144544637398,2.5737632311837666e-07,3,Regular
AU_Election,Where,30,0.00042709660648503154,0.00019204895242156642,0,Regular
AU_Election,#polls,9,0.00026329940318800467,9.456477568105791e-06,0,Regular
AU_Election,World,76,0.0013438243430581294,0.0025408170297761983,2,Regular
AU_Election,Tweet,13,0.00021431158640569615,1.2893702269003317e-06,5,Regular
AU_Election,Parliament,54,0.0006285788519716309,0.00038579665380108444,0,Regular
AU_Election,Exactly,3,0.0001468902315188697,0.0,0,Regular
AU_Election,Considering,3,0.00014480380010426782,0.0,1,Regular
AU_Election,Green,63,0.0009984244584506931,0.00035809011725194045,5,Regular
AU_Election,Antony,27,0.0005059595380513041,4.695033107194878e-05,5,Regular
AU_Election,Pollsters,31,0.0011596201047857286,0.0005474827553571067,1,Regular
AU_Election,Nationals,29,0.00047863804272288223,0.0002975161488090667,0,Regular
AU_Election,@MikeCarlton01,9,0.0001914377167457406,1.07529217191379e-05,0,Regular
AU_Election,Once,8,0.00018539586497867862,1.4655928999452123e-05,0,Regular
AU_Election,Down,12,0.00026503287845529224,9.806439586106356e-07,0,Regular
AU_Election,Under,16,0.00030002159151044,7.224410445292406e-06,0,Regular
AU_Election,#Sydney,11,0.0002816089431888162,4.770407424415844e-05,0,Regular
AU_Election,#elections,16,0.00031757210830205516,3.0341986816481038e-05,0,Regular
AU_Election,#Ausvotes2019,27,0.0003152907338197548,7.737680132603076e-05,0,Regular
AU_Election,#Ausvotes,41,0.000680622265840435,0.00010846657227028598,0,Regular
AU_Election,Looking,7,0.00019085277152033176,1.20098559277574e-05,0,Regular
AU_Election,Wins,43,0.0014749431902298183,0.00031602460099904755,1,Regular
AU_Election,#ExitPolls,6,0.00018333726921036548,7.114726986947852e-05,3,Regular
AU_Election,Daily,11,0.00026263758520215754,5.036285750001628e-07,0,Regular
AU_Election,Confounding,14,0.0008747719294677468,9.402095215598727e-07,1,Regular
AU_Election,France,56,0.001303047474360777,0.0009624401872524302,4,Regular
AU_Election,Eurovision,89,0.001400985910341014,0.0028050840946774493,4,Regular
AU_Election,Spain,35,0.0009126245601906752,0.00012389664460335124,4,Regular
AU_Election,Business,8,0.00033370819358311747,5.624304136711425e-05,3,Regular
AU_Election,Outcome,13,0.0003485940832404509,1.9568783079257515e-05,1,Regular
AU_Election,Gov,18,0.00030574732210586334,1.9376049380014596e-05,0,Regular
AU_Election,Mining,28,0.0005112488314737941,0.0003299559309468773,0,Regular
AU_Election,Rural,19,0.000394924905477957,0.00030007197627143225,0,Regular
AU_Election,Shows,18,0.00037561293762419323,3.9857081164573185e-05,0,Regular
AU_Election,Poor,17,0.0002892203535606569,6.741843327911367e-06,0,Regular
AU_Election,David,8,0.00018521788927486512,5.244016974826307e-06,0,Regular
AU_Election,However,11,0.0001956059039751472,3.2606692544720176e-07,0,Regular
AU_Election,Brigid,11,0.0009601654464765073,1.9644587517550866e-05,3,Regular
AU_Election,Delaney,11,0.0009601654464765073,1.9644587517550866e-05,3,Regular
AU_Election,Freedom,5,0.0001594442673817759,2.804393340171566e-08,0,Regular
AU_Election,End,6,0.00015813896010233398,2.2176373599928894e-07,5,Regular
AU_Election,#Coalition,17,0.0003367017357894426,2.6494866345849986e-05,0,Regular
AU_Election,@Kattavernd,28,0.00039879536123397103,0.0003440419115386185,9,Regular
AU_Election,@BelindaJones68,5,0.00017278544011433726,1.0535613656806019e-06,0,Regular
AU_Election,@ABCaustralia,12,0.0002635501277130737,4.56114947502046e-05,0,Regular
AU_Election,Totally,3,0.00014818013791685335,0.0,0,Regular
AU_Election,Glad,2,0.00014220539411633338,0.0,3,Regular
AU_Election,Elections,38,0.0006092211834902474,0.00022610805230103553,5,Regular
AU_Election,White,20,0.00025391450644984283,7.653247407562576e-06,3,Regular
AU_Election,#AusPol,84,0.001417009200292813,0.0009709934167090654,0,Regular
AU_Election,@SBSNews,8,0.00017021102543115135,0.0,3,Regular
AU_Election,Day,149,0.0031331898389519433,0.0024692609949701545,0,Top Node
AU_Election,Fear,6,0.0002918808561795383,6.84633323510243e-06,9,Regular
AU_Election,Lies,11,0.0002311675401755993,6.223275159899513e-05,0,Regular
AU_Election,#qldpol,22,0.00030431588896886607,2.940117315194948e-05,0,Regular
AU_Election,Must,3,0.00016568279994167795,9.95101418873346e-06,0,Regular
AU_Election,George,2,0.00014609482708711048,1.456761789374189e-07,0,Regular
AU_Election,School,24,0.0003980287033740522,5.7753929214366416e-05,0,Regular
AU_Election,Amazing,13,0.00021244724777747743,3.070415109559648e-06,4,Regular
AU_Election,Herald,8,0.00019513208434276372,4.960590967278156e-07,0,Regular
AU_Election,Perhaps,4,0.00015501995479045858,0.0,3,Regular
AU_Election,Which,7,0.0001811204385030782,1.7117953849490485e-07,0,Regular
AU_Election,Jane,10,0.00021476825980129067,7.367124676671128e-06,0,Regular
AU_Election,#BobHawke,32,0.0004647039767177949,2.4612279710093084e-05,0,Regular
AU_Election,Medicare,14,0.0002411108685011023,1.6931935832391433e-05,0,Regular
AU_Election,Associated,31,0.0006965963517758785,0.00014743179827173702,5,Regular
AU_Election,#leadership,21,0.0003006847902630986,5.628407602981272e-05,5,Regular
AU_Election,Sadly,5,0.0001701105264442479,1.7079265583253352e-06,0,Regular
AU_Election,Stop,22,0.0002894656599087182,3.1008460929559174e-05,0,Regular
AU_Election,#ClimateElection,37,0.0006953750375288982,0.0002026469529910429,0,Regular
AU_Election,#ClimateStrike,15,0.0003694166743808885,3.5267668859917864e-05,0,Regular
AU_Election,Congratulations,54,0.0008585713369557411,0.0003520632790825896,0,Regular
AU_Election,#democracysausage,106,0.0020580322581986244,0.002588315415005466,0,Regular
AU_Election,Mark,10,0.00019919713622347946,4.860352870069044e-06,0,Regular
AU_Election,Still,11,0.00020642841061497774,9.076305818688387e-06,0,Regular
AU_Election,Please,108,0.0012879484570284309,0.001445485733640383,0,Regular
AU_Election,Many,15,0.0003121225549294111,2.6061937526631703e-05,5,Regular
AU_Election,#brexit,3,0.00014987428461980156,0.0,0,Regular
AU_Election,#eurovision,56,0.0008704336600217407,0.0008541260026458421,4,Regular
AU_Election,Morning,16,0.0002938357371874657,2.716978119556634e-05,0,Regular
AU_Election,Murphy,7,0.00047869835930162513,1.367521020620079e-05,0,Regular
AU_Election,Full,6,0.00023891540605054345,1.7534608804498705e-05,0,Regular
AU_Election,Moon,5,0.00023919796827918233,1.1313086220207116e-05,0,Regular
AU_Election,Scummo,2,0.00014158428368647242,0.0,0,Regular
AU_Election,Victorian,11,0.00027199559541408124,9.158397344386603e-07,0,Regular
AU_Election,Barrier,16,0.00039731334310724633,8.112901209161416e-05,0,Regular
AU_Election,Reef,16,0.0003940615798651018,8.112901209161416e-05,0,Regular
AU_Election,Today,74,0.0009663109935715837,0.0004138242137628669,0,Regular
AU_Election,Follow,36,0.0007700070671313609,0.0004492876426292957,3,Regular
AU_Election,Because,21,0.00026282694978644754,9.282846007466119e-06,0,Regular
AU_Election,Didn,9,0.00023277168012099053,1.1842666865301865e-05,0,Regular
AU_Election,When,79,0.0009074455493769313,0.0003348737457106884,0,Regular
AU_Election,Look,38,0.001157302189251551,7.415492154527806e-05,1,Regular
AU_Election,@The_Nationals,10,0.00027800683836066157,0.0,0,Regular
AU_Election,Best,34,0.00038611108345678913,0.00011270712847223298,0,Regular
AU_Election,Big,33,0.000494644672492054,0.0001238600130100788,1,Regular
AU_Election,Farage,5,0.00025232596631846857,1.3808847409301268e-05,3,Regular
AU_Election,Nauru,7,0.0002973623713258996,4.6861161726083015e-06,9,Regular
AU_Election,Manus,7,0.00030115156585085537,4.6861161726083015e-06,9,Regular
AU_Election,@vanOnselenP,9,0.0001831612508262125,9.279130749948424e-06,0,Regular
AU_Election,Can,75,0.0009775620911492882,0.0024177724249463267,5,Regular
AU_Election,Opposition,34,0.0006000064551062587,9.66972787797977e-05,3,Regular
AU_Election,October,9,0.0002260374246373799,2.6454100800509115e-05,3,Regular
AU_Election,Leader,66,0.002325153409289989,0.0004737261718475744,5,Regular
AU_Election,@AlboMP,11,0.00021630133125052513,8.888720434607985e-06,0,Regular
AU_Election,Nobody,2,0.00014607062544877306,0.0,0,Regular
AU_Election,Phelps,11,0.00047785790900697266,1.834427619897757e-05,5,Regular
AU_Election,Dave,12,0.0005062871275749625,4.0075382354463464e-05,5,Regular
AU_Election,Sharma,9,0.0004484302029682907,6.54358446040032e-08,5,Regular
AU_Election,Kerryn,11,0.0004750038121391736,1.834427619897757e-05,5,Regular
AU_Election,Would,11,0.0002672311548828004,5.673212663294742e-05,0,Regular
AU_Election,#coal,8,0.0002064310594170998,1.904866195450015e-06,0,Regular
AU_Election,@Australia,3,0.00015294959408826102,2.7998609872985614e-07,0,Regular
AU_Election,Most,37,0.00045663698062126985,0.00012540437283840974,0,Regular
AU_Election,Clinton,14,0.00029270002533552053,4.671325453880007e-05,3,Regular
AU_Election,Commission,11,0.00029097770244643315,1.9538049554635503e-06,5,Regular
AU_Election,Electoral,19,0.00039221022198057285,8.67435732030696e-05,5,Regular
AU_Election,@samanthamaiden,7,0.00016693276156477127,0.0,0,Regular
AU_Election,Don,139,0.0019311073388523655,0.0021007607587424514,0,Top Node
AU_Election,Life,11,0.00019029849244777956,3.1365874892918782e-06,5,Regular
AU_Election,Molan,11,0.0002723173523030948,5.446201720158809e-07,0,Regular
AU_Election,@TonyAbbottMHR,58,0.0011223590262540216,0.00023193258291967722,0,Regular
AU_Election,Senator,15,0.00023988046555530182,7.509779731122443e-06,0,Regular
AU_Election,@narendramodi,3,0.0001498191066351711,0.0,0,Regular
AU_Election,Almost,5,0.0001616180632550374,0.0,0,Regular
AU_Election,Representatives,11,0.00021176237070734546,1.9749271884553634e-07,0,Regular
AU_Election,House,49,0.0006727846327192536,0.0002972701072743533,0,Regular
AU_Election,Brisbane,7,0.00017607765165488412,2.0843572164542275e-06,0,Regular
AU_Election,Canberra,28,0.00034618767008660347,1.2026602348046688e-05,5,Regular
AU_Election,#LatestComments,5,0.00015587865894319488,0.0,5,Regular
AU_Election,Jobs,13,0.0002159064300900124,2.7095160150404287e-06,9,Regular
AU_Election,#Eurovision2019,53,0.0009505569533587682,0.0012005154782016158,4,Regular
AU_Election,#Vote,16,0.0002444243622468274,6.978418436047275e-06,0,Regular
AU_Election,Wow,12,0.00019458881292165196,1.3095445460148112e-06,0,Regular
AU_Election,@SkyNewsAust,52,0.0007146168328894995,0.0004992478121137649,0,Regular
AU_Election,Strong,7,0.00017865229081508077,7.868039695815586e-07,0,Regular
AU_Election,#WWG1WGA,9,0.0001912687190535085,1.2480436563641608e-06,1,Regular
AU_Election,Although,3,0.00014721921412498632,0.0,3,Regular
AU_Election,Gold,2,0.00017218748193324962,0.0,0,Regular
AU_Election,Sam,2,0.0001882311373618382,5.234867568320256e-07,3,Regular
AU_Election,@SenatorWong,13,0.0002633452347599339,0.0006506091540389881,0,Regular
AU_Election,#ausvotes19,98,0.0017243573465105856,0.0005602899787338362,0,Regular
AU_Election,#Election2019,59,0.0008489033699916047,0.00016408916208793335,0,Regular
AU_Election,Forget,5,0.0001720047744774471,5.188239949509627e-06,0,Regular
AU_Election,Way,5,0.0001986150055086059,0.0,1,Regular
AU_Election,Aussies,59,0.0005563000953826395,0.0002555472072922709,0,Regular
AU_Election,Australias,15,0.0002454610956326806,4.075070563695074e-05,0,Regular
AU_Election,Again,32,0.0004519620103098933,8.431363484083415e-05,0,Regular
AU_Election,@RitaPanahi,15,0.00027360940340860954,8.142063190097522e-05,0,Regular
AU_Election,Conservative,93,0.0016821389585725275,0.0012655866599661396,1,Regular
AU_Election,#Brexit,19,0.0003050252261114703,0.00018339042827166086,0,Regular
AU_Election,Loses,16,0.00032752880650578685,1.7918865621213445e-05,7,Regular
AU_Election,Italy,56,0.0012810098627386711,0.0019763819505614153,4,Regular
AU_Election,#australiapm,8,0.0002789563220713032,0.0,3,Regular
AU_Election,Got,4,0.0001555934693963281,3.880495995517844e-07,0,Regular
AU_Election,Alan,11,0.00032271786305315524,1.7940071265320467e-06,7,Regular
AU_Election,Melbourne,55,0.0007510043699484215,0.002162202746680213,7,Regular
AU_Election,Next,13,0.00031090370328832044,0.0011299989575962997,3,Regular
AU_Election,@newscomauHQ,20,0.0003092712404201315,0.00011326334199643915,0,Regular
AU_Election,@leighsales,18,0.0003597383374139085,8.143387952807471e-05,0,Regular
AU_Election,Guess,6,0.00017702378913045643,1.1926132216515905e-06,0,Regular
AU_Election,Josh,2,0.00014750204036916015,0.0,0,Regular
AU_Election,Out,14,0.0002029970817938511,2.5054256922187943e-06,0,Regular
AU_Election,@mirandadevine,9,0.00019281381408073561,7.0073790700257495e-06,0,Regular
AU_Election,Watch,24,0.0003502677851913034,0.0002828739061736383,0,Regular
AU_Election,Maybe,22,0.00032054991715649425,0.0003220399831279905,0,Regular
AU_Election,Russia,71,0.0013074540661482535,0.0026323563760923766,4,Regular
AU_Election,Nations,5,0.00017231795351935734,1.1382942992539134e-07,0,Regular
AU_Election,Professor,5,0.00018459324849738975,1.3952015122286791e-05,0,Regular
AU_Election,University,5,0.0001836568539682854,7.177321098721875e-06,0,Regular
AU_Election,Enjoy,17,0.00026128783196400005,2.9209963319572882e-05,0,Regular
AU_Election,Happy,63,0.0010994338756390805,0.0002897180171316889,0,Regular
AU_Election,@AntonyGreenABC,8,0.00019129874914614186,1.33086215967758e-07,0,Regular
AU_Election,Policy,18,0.00030661517438216967,4.5814458019216865e-05,5,Regular
AU_Election,Otherwise,11,0.0008871135856807701,1.0086889001653505e-05,8,Regular
AU_Election,Defeat,22,0.0012649101298119767,0.00019247440382514462,8,Regular
AU_Election,Predicting,11,0.0008871135856807701,1.0086889001653505e-05,8,Regular
AU_Election,Despite,21,0.0009588580426612028,0.00021926186913552538,8,Regular
AU_Election,Shocking,21,0.000979252833113509,0.00014286346971975993,8,Regular
AU_Election,@smh,50,0.001007430868252826,0.0003561610334227356,0,Regular
AU_Election,#9News,48,0.0010289628258912092,0.0006646386418216398,0,Regular
AU_Election,Poll,22,0.0003485168646710443,5.914699249985834e-05,2,Regular
AU_Election,Updates,35,0.0019133763172980351,0.00023197694866765713,1,Regular
AU_Election,American,36,0.000440507810078977,0.0002984460489105433,3,Regular
AU_Election,Bless,10,0.0002554971530198749,0.0,0,Regular
AU_Election,States,16,0.0002735795784389471,5.134873928895563e-06,0,Regular
AU_Election,Hillary,21,0.0003324054937994376,1.3549996223082788e-05,3,Regular
AU_Election,#Morrison,25,0.00035942478623065524,6.271850999555267e-05,0,Regular
AU_Election,Whoever,4,0.00015138789914791127,0.0,0,Regular
AU_Election,Welcome,8,0.00017622349306706757,1.1597782631354682e-06,1,Regular
AU_Election,Question,2,0.00014778931526637654,0.0,0,Regular
AU_Election,Answer,3,0.00023034638095478124,0.0,3,Regular
AU_Election,Hanson,52,0.0009162657509120325,0.0003250910414831393,0,Regular
AU_Election,Greed,4,0.00015301293436772333,0.0,9,Regular
AU_Election,Complete,16,0.0004356386323437293,8.715863785318591e-05,3,Regular
AU_Election,Dear,30,0.0004021989090768113,2.7083158173176608e-05,0,Regular
AU_Election,Hunter,16,0.00027153704222630137,4.42590010293641e-06,0,Regular
AU_Election,About,33,0.0009568075669683174,0.00012699315015067469,2,Regular
AU_Election,@9NewsAUS,7,0.00019451192824076487,0.00012771590384334146,0,Regular
AU_Election,Their,18,0.00024134993352429337,1.2080349853417042e-06,5,Regular
AU_Election,#ExtinctionRebellion,20,0.00035414233740174093,5.136605108004834e-05,0,Regular
AU_Election,Lol,5,0.00016489108097577236,4.624463882009881e-05,4,Regular
AU_Election,@Meshel_Laurie,8,0.00019333342951045613,2.95610932899988e-06,0,Regular
AU_Election,Pacific,17,0.0003778279261816083,0.00010851208119855734,3,Regular
AU_Election,Global,12,0.000196202117739319,7.817848384329618e-07,0,Regular
AU_Election,Your,57,0.0006389187255967999,0.0009539633813014599,0,Regular
AU_Election,#voting,6,0.0001802948025291733,1.8051267476966403e-08,0,Regular
AU_Election,Jenny,10,0.00019826935410334647,5.608786680343132e-08,0,Regular
AU_Election,Victoria,30,0.0003920410803329368,5.753503270178962e-05,0,Regular
AU_Election,#Greens,15,0.00026969140137147346,0.0001264238655271808,0,Regular
AU_Election,Thread,6,0.00024318097860414389,3.193905762908395e-05,8,Regular
AU_Election,Real,9,0.00019951501893737157,6.057152149281159e-06,0,Regular
AU_Election,Everything,15,0.0006249519633545451,4.789430889117881e-06,2,Regular
AU_Election,Chinese,51,0.0010597344260261617,0.00041213347389040193,5,Regular
AU_Election,Democracy,60,0.0007601005600895857,0.00027932411658975316,0,Regular
AU_Election,Aus,28,0.0003169257950491625,4.102421226857337e-05,0,Regular
AU_Election,Save,7,0.000318124711583901,2.3537610933724985e-07,2,Regular
AU_Election,Folau,11,0.00023251207911016396,7.658560669089513e-06,4,Regular
AU_Election,@JoshFrydenberg,12,0.00025425157540155435,9.199384892382773e-05,0,Regular
AU_Election,#climatechange,68,0.0009832594068051694,0.0014582323176138764,0,Regular
AU_Election,Every,29,0.00033386433769660626,2.3206619934157e-05,0,Regular
AU_Election,Yeah,5,0.00015820575778709644,6.553424437032502e-08,3,Regular
AU_Election,Zali,35,0.000959399799956003,5.588007853524406e-05,7,Regular
AU_Election,Steggall,39,0.0010553545000879622,8.019038066878544e-05,7,Regular
AU_Election,@zalisteggall,15,0.0003013610645312655,3.3321463747064243e-06,0,Regular
AU_Election,Apparently,19,0.0002462074101663565,9.286352458277503e-06,0,Regular
AU_Election,Laurie,3,0.0002834902373804104,0.0,5,Regular
AU_Election,Britain,33,0.00043739106938572885,0.00029772576477667264,4,Regular
AU_Election,@thinkprogress,3,0.00015414353491173993,0.0,0,Regular
AU_Election,Bad,30,0.0004227419636485299,0.00013474994880215133,0,Regular
AU_Election,Group,19,0.0007390662057395704,0.001885936260221992,7,Regular
AU_Election,Kiwis,4,0.00015688630422532661,5.06600087256799e-08,0,Regular
AU_Election,#ScottMorrison,60,0.000905726945913814,0.0005403462959100713,0,Regular
AU_Election,Dutton,73,0.0010541877375660983,0.0005816045767720956,0,Regular
AU_Election,Money,5,0.00015675732471886398,0.0,0,Regular
AU_Election,Muslim,15,0.00031004421267144706,2.6013589172161626e-05,0,Regular
AU_Election,@fraser_anning,1,0.00015063053258682958,0.0,5,Regular
AU_Election,Wong,25,0.0005016338931186275,0.00014988253786673802,0,Regular
AU_Election,Penny,10,0.00026561829132933703,2.0814943195913548e-05,0,Regular
AU_Election,Jacinda,9,0.00020086809333243942,5.93554548039488e-06,0,Regular
AU_Election,#environment,11,0.00024002996115551483,1.4579567313800465e-05,0,Regular
AU_Election,Everyone,32,0.0003643217025228507,7.840884169976198e-05,0,Regular
AU_Election,Health,18,0.0002850606574351352,5.665888387539796e-05,0,Regular
AU_Election,Primary,8,0.00020828935345427516,1.5017516063349176e-06,0,Regular
AU_Election,@rowandean,6,0.00020860030569909153,0.0,0,Regular
AU_Election,@SpeakerPelosi,9,0.0001859826586988543,9.80944238500544e-06,1,Regular
AU_Election,@Greens,25,0.00042928216431695567,2.964167519811888e-05,0,Regular
AU_Election,@LowyInstitute,6,0.00018623021331224754,1.2499368206543167e-05,5,Regular
AU_Election,Jones,8,0.00029814166221988215,0.0,7,Regular
AU_Election,Remember,60,0.0008023890172942738,0.000385572913857842,0,Regular
AU_Election,Probably,4,0.00015240134601360585,0.0,1,Regular
AU_Election,@BreitbartNews,9,0.00030357906699170895,0.0,1,Regular
AU_Election,#cdnpoli,15,0.0002587979221629691,2.486560032501801e-05,3,Regular
AU_Election,Radio,21,0.00030681774608535737,2.2639947902354453e-05,0,Regular
AU_Election,#Eurovision,164,0.005305848206495315,0.011520904160819741,4,Top Node
AU_Election,Germany,34,0.0004818296542905074,0.0003977653066079037,4,Regular
AU_Election,#ScoMo,14,0.00023656121209494858,1.0438702185926732e-06,0,Regular
AU_Election,#AusVotes19,101,0.001647199367770519,0.0010625770113987553,0,Regular
AU_Election,#Elections2019,19,0.00029667640045901475,3.4489574264061712e-06,0,Regular
AU_Election,Deal,9,0.00024251887275287255,6.605993493863244e-07,5,Regular
AU_Election,Socialist,17,0.0004035343917123118,2.311295188582615e-05,0,Regular
AU_Election,Warringah,56,0.0015269481449888757,0.0003890396983778606,7,Regular
AU_Election,Tight,13,0.00032374723851294777,1.3899083608793668e-05,1,Regular
AU_Election,Race,9,0.000293368822362349,8.694530494219588e-06,1,Regular
AU_Election,@skinnergj,53,0.0021050721900437957,0.00013635420339543693,5,Regular
AU_Election,Alabama,9,0.00021941469884117503,7.668351799577748e-05,0,Regular
AU_Election,Ohio,8,0.0003524002464940708,2.2306944123120252e-05,2,Regular
AU_Election,#Queensland,13,0.00024094494410708823,1.8830073636548343e-06,0,Regular
AU_Election,Over,13,0.0002229651274406843,6.214302004362888e-05,0,Regular
AU_Election,Until,4,0.00023751817589792831,0.0,8,Regular
AU_Election,Miraculous,12,0.0003518246150092052,3.997455494584788e-05,2,Regular
AU_Election,Celebrates,11,0.00032240168356174957,3.6811534790325374e-06,1,Regular
AU_Election,Pentecostal,23,0.0005905341178247835,0.00014775718750762657,1,Regular
AU_Election,Could,15,0.0004321103648400537,0.00018977670037304754,2,Regular
AU_Election,#AUSVote2019,57,0.000862778262357597,0.00046517714176462656,0,Regular
AU_Election,Institute,5,0.00016081044813118136,3.897659016760946e-08,0,Regular
AU_Election,@Nigel_Farage,7,0.00023592457469432315,8.068254101699815e-06,3,Regular
AU_Election,Nigel,10,0.0003140673596704047,0.00018606525058914014,3,Regular
AU_Election,International,4,0.00015832169734922817,2.9401890731667326e-07,0,Regular
AU_Election,@JaneCaro,14,0.0002707948508532265,7.636388032388866e-05,0,Regular
AU_Election,Though,2,0.0001431909215969156,0.0,0,Regular
AU_Election,Putin,11,0.00020755570653240696,4.729163262604811e-06,3,Regular
AU_Election,Wonder,1,0.00013726283704081806,0.0,0,Regular
AU_Election,Independent,23,0.00043293628870372665,6.782089837112239e-05,0,Regular
AU_Election,Pauline,35,0.0006236219461786478,7.38952394096286e-05,0,Regular
AU_Election,High,6,0.00016501818043499305,0.0,0,Regular
AU_Election,@ABCNews,7,0.00017247095460553398,0.0,0,Regular
AU_Election,Sara,9,0.0004043248315952512,0.0,8,Regular
AU_Election,Carter,9,0.0004043248315952512,0.0,8,Regular
AU_Election,@nytimes,59,0.0007494847092533894,0.000474676274227269,1,Regular
AU_Election,Game,7,0.00016907538999829806,2.0064408337430975e-06,3,Regular
AU_Election,Making,5,0.00015897262464378272,9.84614589652713e-08,0,Regular
AU_Election,Insider,3,0.00027283582111994816,0.0,3,Regular
AU_Election,Meulders,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Alateras,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Isabella,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Chelsea,11,0.0008767185886772034,0.006148301580055987,6,Regular
AU_Election,Use,8,0.00018166597478313243,1.1980840286537797e-06,0,Regular
AU_Election,Oscar,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Pearson,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Claudia,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Vipen,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Grace,10,0.0008717051186748915,0.0,6,Regular
AU_Election,Cox,10,0.0008717051186748915,0.0,6,Regular
